user_type,intent,category,query,response,priority
student,refund,Payments,I have a problem: my refund has not reached my account while using the web portal from my student account. Please let me know what I should do.,I can help with the refund request. Refund eligibility and processing time depend on the platform's current refund policy and your transaction status.,low
student,certificate,Certification,Can you help me: my certificate has the wrong name while using the web portal. Please let me know what I should do.,"If your certificate is missing or incorrect, I can help verify your completion status and certificate record and guide you through the next step.",medium
student,assignment,Assignments,"Hi, what is the deadline for my assignment while using the web portal? Can you guide me?",I can help you troubleshoot the assignment submission or explain the applicable submission and resubmission process.,medium
student,exam,Exams,"Hello, what should I do if my exam page crashes while using the web portal? Can you guide me?","I can help with your exam question. We can check the exam schedule, access requirements, result status, or any technical issue affecting the exam.",medium
student,technical_issue,Technical Support,I need help: the course page loads very slowly while using the web portal. Can you guide me?,"For a technical problem, we should identify whether the issue affects the course page, video, lesson material, app, or the whole platform.",medium
student,account,Account,Could you help me with this: i need to update my account information while using the web portal. Can you guide me?,"I can help you resolve the account issue, including password recovery, login problems, or updating registered details.",low
student,course_information,Course,Please help me with this issue: does the course include projects while using the web portal? Can you guide me?,"I can provide course information such as the syllabus, duration, topics, projects, and prerequisites. Please share the course name if it is not already clear.",low
student,schedule,Classes,I have a problem: can I change my scheduled class while using the web portal? Can you guide me?,"For a scheduling issue, the system should check your enrolled sessions and the latest class timetable before giving you the correct time.",low
student,tutor_support,Tutor Support,Can you help me: can I request a different tutor while using the web portal? Can you guide me?,I can help review the tutor or session issue and determine whether it can be resolved directly or needs support-team assistance.,medium
student,progress,Learning Progress,"Hi, my progress percentage has not updated while using the web portal on the learning portal.",I can help you check your course progress and identify why a completed lesson may still appear incomplete.,low
student,attendance,Classes,"Hello, why is my attendance missing while using the web portal?","For an attendance issue, the system should review your session records and the attendance policy for the course.",low
student,subscription,Subscription,I need help: how can I cancel my subscription while using the web portal?,"I can help you review or manage your subscription, including renewal, cancellation, or plan-change questions.",low
student,academic_question,Academic Support,Could you help me with this: can you explain this topic with a simple example while using the web portal?,Absolutely. I can help explain the academic concept step by step and use a simpler example if needed.,low
student,course_content,Course,Please help me with this issue: the notes for my lesson are missing while using the web portal.,"For missing course content, we should verify the lesson and resource availability in your enrolled course.",low
student,feedback_complaint,Support,I have a problem: how can I report a problem with my course while using the web portal?,"I can help with your complaint by capturing the issue, checking whether it can be resolved directly, and escalating it when necessary.",low
student,human_support,Support,Can you help me: i need help from a support representative while using the web portal on the learning portal.,"I can help gather the details of your issue and, when needed, connect it to the appropriate human support team.",low
student,unknown,Other,"Hi, i am not sure which support category my problem belongs to while using the web portal. Please advise.",I’m not yet sure which support area your question belongs to. Please share a little more detail about the issue.,low
student,course_access,Course,"Hello, i was enrolled but the course still shows as locked while using the web portal. Please advise.",I can help troubleshoot the missing course. We should first verify your enrollment and confirm that the course entitlement is active.,medium
student,enrollment,Enrollment,I need help: why did my course enrollment fail while using the web portal? Please advise.,"I can help with enrollment. We can check whether the enrollment is pending, failed, or associated with the wrong course and then guide you through the next step.",medium
student,payment,Payments,Could you help me with this: how can I check my payment status while using the web portal? Please advise.,"For a payment issue, we should check the transaction status and match it with your course enrollment. Please keep the payment reference available if you have it.",low
student,refund,Payments,Please help me with this issue: how long does a refund normally take while using the web portal? Please advise.,I can help you with the refund process. The next step is to review the purchase details and applicable refund policy.,low
student,certificate,Certification,I have a problem: how can I download my certificate while using the web portal? Please advise.,I can help check your certificate status. We should verify that the course requirements are complete and that the certificate has been generated for your account.,medium
student,assignment,Assignments,Can you help me: my assignment submission is not visible while using the web portal. Please advise.,"For an assignment problem, we should verify the assignment availability, deadline, and submission record before deciding the next step.",medium
student,exam,Exams,"Hi, when will my exam result be available while using the web portal? Could you help?",I can help you check the exam details or troubleshoot an exam access problem.,medium
student,technical_issue,Technical Support,"Hello, i cannot open the lesson material while using the web portal on the learning portal. Could you help?",I can help troubleshoot the technical issue. Please make sure your connection is stable and try reopening the course; the system can then check for account or platform-specific problems.,medium
student,account,Account,I need help: i forgot the email linked to my account while using the web portal. Could you help?,"If you cannot access or update your account, we should first verify your identity and then guide you through the appropriate account-recovery or profile-update process.",low
student,course_information,Course,Could you help me with this: is this course suitable for beginners while using the web portal? Could you help?,"I can help with course details such as topics, syllabus, duration, and whether the course is suitable for your current level.",low
student,schedule,Classes,Please help me with this issue: what time does my live session start while using the web portal? Could you help?,"I can help you check your class schedule. We can verify the next session, timing, and any available rescheduling options.",low
student,tutor_support,Tutor Support,I have a problem: my tutoring session was cancelled while using the web portal. Could you help?,"If your tutor has not responded or a session was cancelled, I can help verify the session status and guide you through the appropriate support process.",medium
student,progress,Learning Progress,Can you help me: where can I see my learning progress while using the web portal? Could you help?,I can help you review your current course progress and identify any lessons or activities that still need completion.,low
student,attendance,Classes,"Hi, can I make up for a missed class while using the web portal? What should I do?",I can help check your attendance record. We can verify the sessions you attended and identify any missing or incorrect attendance entries.,low
student,subscription,Subscription,"Hello, can I change my subscription plan while using the web portal? What should I do?","For a subscription issue, we should verify your active plan and billing status before making changes.",low
student,academic_question,Academic Support,I need help: i am stuck on a problem from my course while using the web portal. What should I do?,"I can explain the concept in a simpler way, give an example, or provide a hint so you can solve the problem yourself.",low
student,course_content,Course,Could you help me with this: where can I find the practice material while using the web portal? What should I do?,"I can help you find the lesson notes, practice material, and other course resources. Please share the course or lesson name if needed.",low
student,feedback_complaint,Support,Please help me with this issue: i am unhappy with the support I received while using the web portal. What should I do?,I can help record your feedback or complaint and make sure the relevant support team receives the details needed to review it.,low
student,human_support,Support,I have a problem: please transfer my issue to a human while using the web portal. What should I do?,"I can help route your issue to a human support representative, especially when the case needs manual review.",low
student,unknown,Other,Can you help me: can you help me with a different issue while using the web portal? What should I do?,"I can still help. Please describe what you are trying to do and what is going wrong, and I will determine the best support path.",low
student,course_access,Course,"Hi, why is my purchased course unavailable while using the web portal? Please let me know what I should do.",Your course access can depend on enrollment and entitlement status. Please sign in to the enrolled account so the system can check why the course is locked or missing.,medium
student,enrollment,Enrollment,"Hello, can I change my enrolled course while using the web portal? Please let me know what I should do.",I can help you with the enrollment process or an enrollment failure. We first need to confirm your selected course and current enrollment status.,medium
student,payment,Payments,I need help: my payment is still pending while using the web portal on the learning portal. Please let me know what I should do.,"I can help check your payment status. The next step is to verify whether the payment was successful, pending, failed, or duplicated.",low
student,refund,Payments,Could you help me with this: i want to cancel my course and request a refund while using the web portal. Please let me know what I should do.,"We can check whether your purchase is eligible for a refund and, if a refund has already been initiated, verify its current status.",low
student,certificate,Certification,Please help me with this issue: my certificate is not showing in my account while using the web portal. Please let me know what I should do.,I can help you locate or troubleshoot your certificate by checking your course completion and certificate status.,medium
student,assignment,Assignments,I have a problem: can I resubmit an assignment while using the web portal? Please let me know what I should do.,"I can help with the assignment issue. We can check the submission status, deadline, and whether the platform accepted the uploaded file.",medium
student,exam,Exams,Can you help me: what are the rules for the online exam while using the web portal? Please let me know what I should do.,"For an exam issue, the system should verify your exam schedule and access status and then provide the relevant instructions.",medium
student,technical_issue,Technical Support,"Hi, the app crashes when I open my course while using the web portal. Can you guide me?","I can help diagnose the platform issue and determine whether it is related to your account, course access, or the learning system.",medium
student,account,Account,"Hello, how can I change my registered phone number while using the web portal? Can you guide me?","I can help with your student account. For login or profile problems, we can guide you through account recovery or verify the information linked to your account.",low
student,course_information,Course,I need help: how can I see the course syllabus while using the web portal? Can you guide me?,"I can help you understand the course structure, coverage, duration, and requirements. The course details can be checked against the latest published information.",low
student,schedule,Classes,Could you help me with this: i missed a scheduled class. What are my options while using the web portal? Can you guide me?,I can help confirm your next class or guide you through the available rescheduling options.,low
student,tutor_support,Tutor Support,Please help me with this issue: how can I reschedule a tutor session while using the web portal? Can you guide me?,"I can help with tutor-related support. We can check the tutor assignment, session details, and available ways to contact or reschedule with your tutor.",medium
student,progress,Learning Progress,I have a problem: how do I know which lessons I still need to complete while using the web portal? Can you guide me?,"For a progress issue, we should verify your lesson completion records and the latest progress calculation for the course.",low
student,attendance,Classes,Can you help me: how is attendance calculated while using the web portal? Can you guide me?,I can help you understand your attendance record and the available options for a missed or incorrectly recorded session.,low
student,subscription,Subscription,"Hi, why was my subscription renewed while using the web portal?","I can help with your subscription. We can check the current plan, renewal status, and expiry date and then explain the available options.",low
student,academic_question,Academic Support,"Hello, can you give me a hint for this academic question while using the web portal?","I can help you understand the topic rather than just give the final answer. Share the question or concept you are stuck on, and we can work through it.",low
student,course_content,Course,I need help: does this course provide downloadable resources while using the web portal?,I can help locate the relevant course material and check whether the resource is available for download or viewing.,low
student,feedback_complaint,Support,Could you help me with this: where can I submit a student complaint while using the web portal?,I’m sorry the experience has not met your expectations. I can help document the issue and route it to the appropriate support team.,low
student,human_support,Support,Please help me with this issue: i need someone from the support team to review my case while using the web portal.,I can prepare your case for human support so the support representative receives the conversation context and actions already taken.,low
student,unknown,Other,I have a problem: i need assistance with something outside the available course services while using the web portal.,I can help figure this out. Tell me what you expected to happen and what happened instead.,low
student,course_access,Course,Can you help me: i cannot access my course after enrolling while using the mobile app in the mobile app.,I can help you check your course access. Please make sure you are signed in with the account used for enrollment; I can then verify your enrollment and course entitlement.,medium
student,enrollment,Enrollment,"Hi, how can I enroll in a course while using the mobile app? Please advise.","To resolve the enrollment issue, the system should verify your enrollment status and the course you selected. Please share the course name if it is not already shown in your account.",medium
student,payment,Payments,"Hello, my payment failed while buying a course while using the mobile app. Please advise.",I can help investigate the payment problem by checking the transaction and enrollment records associated with your account.,low
student,refund,Payments,I need help: how can I request a refund while using the mobile app? Please advise.,I can help with the refund request. Refund eligibility and processing time depend on the platform's current refund policy and your transaction status.,low
student,certificate,Certification,Could you help me with this: i completed my course but cannot find my certificate while using the mobile app. Please advise.,"If your certificate is missing or incorrect, I can help verify your completion status and certificate record and guide you through the next step.",medium
student,assignment,Assignments,Please help me with this issue: i cannot submit my assignment while using the mobile app. Please advise.,I can help you troubleshoot the assignment submission or explain the applicable submission and resubmission process.,medium
student,exam,Exams,I have a problem: when is my next exam while using the mobile app? Please advise.,"I can help with your exam question. We can check the exam schedule, access requirements, result status, or any technical issue affecting the exam.",medium
student,technical_issue,Technical Support,Can you help me: my course video is not playing while using the mobile app. Please advise.,"For a technical problem, we should identify whether the issue affects the course page, video, lesson material, app, or the whole platform.",medium
student,account,Account,"Hi, i cannot log in to my student account while using the mobile app. Could you help?","I can help you resolve the account issue, including password recovery, login problems, or updating registered details.",low
student,course_information,Course,"Hello, what topics are covered in this course while using the mobile app? Could you help?","I can provide course information such as the syllabus, duration, topics, projects, and prerequisites. Please share the course name if it is not already clear.",low
student,schedule,Classes,I need help: when is my next live class while using the mobile app? Could you help?,"For a scheduling issue, the system should check your enrolled sessions and the latest class timetable before giving you the correct time.",low
student,tutor_support,Tutor Support,Could you help me with this: my tutor has not responded to my question while using the mobile app. Could you help?,I can help review the tutor or session issue and determine whether it can be resolved directly or needs support-team assistance.,medium
student,progress,Learning Progress,Please help me with this issue: how can I check my course progress while using the mobile app? Could you help?,I can help you check your course progress and identify why a completed lesson may still appear incomplete.,low
student,attendance,Classes,I have a problem: where can I check my class attendance while using the mobile app? Could you help?,"For an attendance issue, the system should review your session records and the attendance policy for the course.",low
student,subscription,Subscription,Can you help me: how can I check my subscription while using the mobile app? Could you help?,"I can help you review or manage your subscription, including renewal, cancellation, or plan-change questions.",low
student,academic_question,Academic Support,"Hi, can you explain a difficult concept from my course while using the mobile app? What should I do?",Absolutely. I can help explain the academic concept step by step and use a simpler example if needed.,low
student,course_content,Course,"Hello, where can I find the lesson materials while using the mobile app? What should I do?","For missing course content, we should verify the lesson and resource availability in your enrolled course.",low
student,feedback_complaint,Support,I need help: i want to submit feedback about my course while using the mobile app. What should I do?,"I can help with your complaint by capturing the issue, checking whether it can be resolved directly, and escalating it when necessary.",low
student,human_support,Support,Could you help me with this: i want to speak with a human support agent while using the mobile app in the mobile app. What should I do?,"I can help gather the details of your issue and, when needed, connect it to the appropriate human support team.",low
student,unknown,Other,Please help me with this issue: can you help me with something that is not related to my course while using the mobile app? What should I do?,I’m not yet sure which support area your question belongs to. Please share a little more detail about the issue.,low
student,course_access,Course,I have a problem: my course is not visible in my dashboard while using the mobile app. What should I do?,I can help troubleshoot the missing course. We should first verify your enrollment and confirm that the course entitlement is active.,medium
student,enrollment,Enrollment,Can you help me: my course enrollment is still pending while using the mobile app in the mobile app. What should I do?,"I can help with enrollment. We can check whether the enrollment is pending, failed, or associated with the wrong course and then guide you through the next step.",medium
student,payment,Payments,"Hi, the amount was deducted but my payment shows failed while using the mobile app. Please let me know what I should do.","For a payment issue, we should check the transaction status and match it with your course enrollment. Please keep the payment reference available if you have it.",high
student,refund,Payments,"Hello, am I eligible for a course refund while using the mobile app? Please let me know what I should do.",I can help you with the refund process. The next step is to review the purchase details and applicable refund policy.,low
student,certificate,Certification,I need help: when will my course certificate be issued while using the mobile app? Please let me know what I should do.,I can help check your certificate status. We should verify that the course requirements are complete and that the certificate has been generated for your account.,medium
student,assignment,Assignments,Could you help me with this: how can I upload an assignment while using the mobile app? Please let me know what I should do.,"For an assignment problem, we should verify the assignment availability, deadline, and submission record before deciding the next step.",medium
student,exam,Exams,Please help me with this issue: how can I access my online exam while using the mobile app? Please let me know what I should do.,I can help you check the exam details or troubleshoot an exam access problem.,medium
student,technical_issue,Technical Support,I have a problem: the learning platform keeps showing an error while using the mobile app in the mobile app. Please let me know what I should do.,I can help troubleshoot the technical issue. Please make sure your connection is stable and try reopening the course; the system can then check for account or platform-specific problems.,medium
student,account,Account,Can you help me: how can I reset my password while using the mobile app? Please let me know what I should do.,"If you cannot access or update your account, we should first verify your identity and then guide you through the appropriate account-recovery or profile-update process.",low
student,course_information,Course,"Hi, how long does the course take to complete while using the mobile app? Can you guide me?","I can help with course details such as topics, syllabus, duration, and whether the course is suitable for your current level.",low
student,schedule,Classes,"Hello, where can I see my class schedule while using the mobile app? Can you guide me?","I can help you check your class schedule. We can verify the next session, timing, and any available rescheduling options.",low
student,tutor_support,Tutor Support,I need help: how can I contact my course tutor while using the mobile app? Can you guide me?,"If your tutor has not responded or a session was cancelled, I can help verify the session status and guide you through the appropriate support process.",medium
student,progress,Learning Progress,Could you help me with this: why is my completed lesson still showing as incomplete while using the mobile app? Can you guide me?,I can help you review your current course progress and identify any lessons or activities that still need completion.,low
student,attendance,Classes,Please help me with this issue: my attendance was marked incorrectly while using the mobile app in the mobile app. Can you guide me?,I can help check your attendance record. We can verify the sessions you attended and identify any missing or incorrect attendance entries.,low
student,subscription,Subscription,I have a problem: when does my subscription expire while using the mobile app? Can you guide me?,"For a subscription issue, we should verify your active plan and billing status before making changes.",low
student,academic_question,Academic Support,Can you help me: i need help understanding today's lesson while using the mobile app. Can you guide me?,"I can explain the concept in a simpler way, give an example, or provide a hint so you can solve the problem yourself.",low
student,course_content,Course,"Hi, can I download the course resources while using the mobile app?","I can help you find the lesson notes, practice material, and other course resources. Please share the course or lesson name if needed.",low
student,feedback_complaint,Support,"Hello, i have a complaint about my learning experience while using the mobile app.",I can help record your feedback or complaint and make sure the relevant support team receives the details needed to review it.,low
student,human_support,Support,I need help: can you connect me with customer support while using the mobile app?,"I can help route your issue to a human support representative, especially when the case needs manual review.",low
student,unknown,Other,Could you help me with this: i have a question that does not fit the usual support options while using the mobile app on the course page.,"I can still help. Please describe what you are trying to do and what is going wrong, and I will determine the best support path.",low
student,course_access,Course,Please help me with this issue: the course page is not opening for me while using the mobile app.,Your course access can depend on enrollment and entitlement status. Please sign in to the enrolled account so the system can check why the course is locked or missing.,medium
student,enrollment,Enrollment,I have a problem: i enrolled in the wrong course. What should I do while using the mobile app?,I can help you with the enrollment process or an enrollment failure. We first need to confirm your selected course and current enrollment status.,medium
student,payment,Payments,Can you help me: i was charged twice for the same course while using the mobile app on the course page.,"I can help check your payment status. The next step is to verify whether the payment was successful, pending, failed, or duplicated.",low
student,refund,Payments,"Hi, my refund has not reached my account while using the mobile app. Please advise.","We can check whether your purchase is eligible for a refund and, if a refund has already been initiated, verify its current status.",high
student,certificate,Certification,"Hello, my certificate has the wrong name while using the mobile app. Please advise.",I can help you locate or troubleshoot your certificate by checking your course completion and certificate status.,medium
student,assignment,Assignments,I need help: what is the deadline for my assignment while using the mobile app? Please advise.,"I can help with the assignment issue. We can check the submission status, deadline, and whether the platform accepted the uploaded file.",medium
student,exam,Exams,Could you help me with this: what should I do if my exam page crashes while using the mobile app? Please advise.,"For an exam issue, the system should verify your exam schedule and access status and then provide the relevant instructions.",medium
student,technical_issue,Technical Support,Please help me with this issue: the course page loads very slowly while using the mobile app. Please advise.,"I can help diagnose the platform issue and determine whether it is related to your account, course access, or the learning system.",medium
student,account,Account,I have a problem: i need to update my account information while using the mobile app on the course page. Please advise.,"I can help with your student account. For login or profile problems, we can guide you through account recovery or verify the information linked to your account.",low
student,course_information,Course,Can you help me: does the course include projects while using the mobile app? Please advise.,"I can help you understand the course structure, coverage, duration, and requirements. The course details can be checked against the latest published information.",low
student,schedule,Classes,"Hi, can I change my scheduled class while using the mobile app? Could you help?",I can help confirm your next class or guide you through the available rescheduling options.,low
student,tutor_support,Tutor Support,"Hello, can I request a different tutor while using the mobile app? Could you help?","I can help with tutor-related support. We can check the tutor assignment, session details, and available ways to contact or reschedule with your tutor.",medium
student,progress,Learning Progress,I need help: my progress percentage has not updated while using the mobile app. Could you help?,"For a progress issue, we should verify your lesson completion records and the latest progress calculation for the course.",low
student,attendance,Classes,Could you help me with this: why is my attendance missing while using the mobile app? Could you help?,I can help you understand your attendance record and the available options for a missed or incorrectly recorded session.,low
student,subscription,Subscription,Please help me with this issue: how can I cancel my subscription while using the mobile app? Could you help?,"I can help with your subscription. We can check the current plan, renewal status, and expiry date and then explain the available options.",low
student,academic_question,Academic Support,I have a problem: can you explain this topic with a simple example while using the mobile app? Could you help?,"I can help you understand the topic rather than just give the final answer. Share the question or concept you are stuck on, and we can work through it.",low
student,course_content,Course,Can you help me: the notes for my lesson are missing while using the mobile app. Could you help?,I can help locate the relevant course material and check whether the resource is available for download or viewing.,low
student,feedback_complaint,Support,"Hi, how can I report a problem with my course while using the mobile app? What should I do?",I’m sorry the experience has not met your expectations. I can help document the issue and route it to the appropriate support team.,low
student,human_support,Support,"Hello, i need help from a support representative while using the mobile app. What should I do?",I can prepare your case for human support so the support representative receives the conversation context and actions already taken.,low
student,unknown,Other,I need help: i am not sure which support category my problem belongs to while using the mobile app. What should I do?,I can help figure this out. Tell me what you expected to happen and what happened instead.,low
student,course_access,Course,Could you help me with this: i was enrolled but the course still shows as locked while using the mobile app on the course page. What should I do?,I can help you check your course access. Please make sure you are signed in with the account used for enrollment; I can then verify your enrollment and course entitlement.,medium
student,enrollment,Enrollment,Please help me with this issue: why did my course enrollment fail while using the mobile app? What should I do?,"To resolve the enrollment issue, the system should verify your enrollment status and the course you selected. Please share the course name if it is not already shown in your account.",medium
student,payment,Payments,I have a problem: how can I check my payment status while using the mobile app? What should I do?,I can help investigate the payment problem by checking the transaction and enrollment records associated with your account.,low
student,refund,Payments,Can you help me: how long does a refund normally take while using the mobile app? What should I do?,I can help with the refund request. Refund eligibility and processing time depend on the platform's current refund policy and your transaction status.,low
student,certificate,Certification,"Hi, how can I download my certificate while using the mobile app? Please let me know what I should do.","If your certificate is missing or incorrect, I can help verify your completion status and certificate record and guide you through the next step.",medium
student,assignment,Assignments,"Hello, my assignment submission is not visible while using the mobile app. Please let me know what I should do.",I can help you troubleshoot the assignment submission or explain the applicable submission and resubmission process.,medium
student,exam,Exams,I need help: when will my exam result be available while using the mobile app? Please let me know what I should do.,"I can help with your exam question. We can check the exam schedule, access requirements, result status, or any technical issue affecting the exam.",medium
student,technical_issue,Technical Support,Could you help me with this: i cannot open the lesson material while using the mobile app. Please let me know what I should do.,"For a technical problem, we should identify whether the issue affects the course page, video, lesson material, app, or the whole platform.",medium
student,account,Account,Please help me with this issue: i forgot the email linked to my account while using the mobile app. Please let me know what I should do.,"I can help you resolve the account issue, including password recovery, login problems, or updating registered details.",low
student,course_information,Course,I have a problem: is this course suitable for beginners while using the mobile app? Please let me know what I should do.,"I can provide course information such as the syllabus, duration, topics, projects, and prerequisites. Please share the course name if it is not already clear.",low
student,schedule,Classes,Can you help me: what time does my live session start while using the mobile app? Please let me know what I should do.,"For a scheduling issue, the system should check your enrolled sessions and the latest class timetable before giving you the correct time.",low
student,tutor_support,Tutor Support,"Hi, my tutoring session was cancelled while using the mobile app. Can you guide me?",I can help review the tutor or session issue and determine whether it can be resolved directly or needs support-team assistance.,medium
student,progress,Learning Progress,"Hello, where can I see my learning progress while using the mobile app? Can you guide me?",I can help you check your course progress and identify why a completed lesson may still appear incomplete.,low
student,attendance,Classes,I need help: can I make up for a missed class while using the mobile app? Can you guide me?,"For an attendance issue, the system should review your session records and the attendance policy for the course.",low
student,subscription,Subscription,Could you help me with this: can I change my subscription plan while using the mobile app? Can you guide me?,"I can help you review or manage your subscription, including renewal, cancellation, or plan-change questions.",low
student,academic_question,Academic Support,Please help me with this issue: i am stuck on a problem from my course while using the mobile app on the course page. Can you guide me?,Absolutely. I can help explain the academic concept step by step and use a simpler example if needed.,low
student,course_content,Course,I have a problem: where can I find the practice material while using the mobile app? Can you guide me?,"For missing course content, we should verify the lesson and resource availability in your enrolled course.",low
student,feedback_complaint,Support,Can you help me: i am unhappy with the support I received while using the mobile app. Can you guide me?,"I can help with your complaint by capturing the issue, checking whether it can be resolved directly, and escalating it when necessary.",low
student,human_support,Support,"Hi, please transfer my issue to a human while using the mobile app after enrolling.","I can help gather the details of your issue and, when needed, connect it to the appropriate human support team.",high
student,unknown,Other,"Hello, can you help me with a different issue while using the mobile app?",I’m not yet sure which support area your question belongs to. Please share a little more detail about the issue.,low
student,course_access,Course,I need help: why is my purchased course unavailable while using the mobile app?,I can help troubleshoot the missing course. We should first verify your enrollment and confirm that the course entitlement is active.,medium
student,enrollment,Enrollment,Could you help me with this: can I change my enrolled course while using the mobile app?,"I can help with enrollment. We can check whether the enrollment is pending, failed, or associated with the wrong course and then guide you through the next step.",medium
student,payment,Payments,Please help me with this issue: my payment is still pending while using the mobile app.,"For a payment issue, we should check the transaction status and match it with your course enrollment. Please keep the payment reference available if you have it.",low
student,refund,Payments,I have a problem: i want to cancel my course and request a refund while using the mobile app.,I can help you with the refund process. The next step is to review the purchase details and applicable refund policy.,low
student,certificate,Certification,Can you help me: my certificate is not showing in my account while using the mobile app after enrolling.,I can help check your certificate status. We should verify that the course requirements are complete and that the certificate has been generated for your account.,medium
student,assignment,Assignments,"Hi, can I resubmit an assignment while using the mobile app? Please advise.","For an assignment problem, we should verify the assignment availability, deadline, and submission record before deciding the next step.",medium
student,exam,Exams,"Hello, what are the rules for the online exam while using the mobile app? Please advise.",I can help you check the exam details or troubleshoot an exam access problem.,medium
student,technical_issue,Technical Support,I need help: the app crashes when I open my course while using the mobile app after enrolling. Please advise.,I can help troubleshoot the technical issue. Please make sure your connection is stable and try reopening the course; the system can then check for account or platform-specific problems.,medium
student,account,Account,Could you help me with this: how can I change my registered phone number while using the mobile app? Please advise.,"If you cannot access or update your account, we should first verify your identity and then guide you through the appropriate account-recovery or profile-update process.",low
student,course_information,Course,Please help me with this issue: how can I see the course syllabus while using the mobile app? Please advise.,"I can help with course details such as topics, syllabus, duration, and whether the course is suitable for your current level.",low
student,schedule,Classes,I have a problem: i missed a scheduled class. What are my options while using the mobile app? Please advise.,"I can help you check your class schedule. We can verify the next session, timing, and any available rescheduling options.",low
student,tutor_support,Tutor Support,Can you help me: how can I reschedule a tutor session while using the mobile app? Please advise.,"If your tutor has not responded or a session was cancelled, I can help verify the session status and guide you through the appropriate support process.",medium
student,progress,Learning Progress,"Hi, how do I know which lessons I still need to complete while using the mobile app? Could you help?",I can help you review your current course progress and identify any lessons or activities that still need completion.,low
student,attendance,Classes,"Hello, how is attendance calculated while using the mobile app? Could you help?",I can help check your attendance record. We can verify the sessions you attended and identify any missing or incorrect attendance entries.,low
student,subscription,Subscription,I need help: why was my subscription renewed while using the mobile app? Could you help?,"For a subscription issue, we should verify your active plan and billing status before making changes.",low
student,academic_question,Academic Support,Could you help me with this: can you give me a hint for this academic question while using the mobile app? Could you help?,"I can explain the concept in a simpler way, give an example, or provide a hint so you can solve the problem yourself.",low
student,course_content,Course,Please help me with this issue: does this course provide downloadable resources while using the mobile app? Could you help?,"I can help you find the lesson notes, practice material, and other course resources. Please share the course or lesson name if needed.",low
student,feedback_complaint,Support,I have a problem: where can I submit a student complaint while using the mobile app? Could you help?,I can help record your feedback or complaint and make sure the relevant support team receives the details needed to review it.,low
student,human_support,Support,Can you help me: i need someone from the support team to review my case while using the mobile app. Could you help?,"I can help route your issue to a human support representative, especially when the case needs manual review.",low
student,unknown,Other,"Hi, i need assistance with something outside the available course services while using the mobile app after enrolling. What should I do?","I can still help. Please describe what you are trying to do and what is going wrong, and I will determine the best support path.",low
student,course_access,Course,"Hello, i cannot access my course after enrolling for my current course. What should I do?",Your course access can depend on enrollment and entitlement status. Please sign in to the enrolled account so the system can check why the course is locked or missing.,medium
student,enrollment,Enrollment,I need help: how can I enroll in a course for my current course? What should I do?,I can help you with the enrollment process or an enrollment failure. We first need to confirm your selected course and current enrollment status.,medium
student,payment,Payments,Could you help me with this: my payment failed while buying a course for my current course after enrolling. What should I do?,"I can help check your payment status. The next step is to verify whether the payment was successful, pending, failed, or duplicated.",low
student,refund,Payments,Please help me with this issue: how can I request a refund for my current course? What should I do?,"We can check whether your purchase is eligible for a refund and, if a refund has already been initiated, verify its current status.",low
student,certificate,Certification,I have a problem: i completed my course but cannot find my certificate for my current course. What should I do?,I can help you locate or troubleshoot your certificate by checking your course completion and certificate status.,medium
student,assignment,Assignments,Can you help me: i cannot submit my assignment for my current course after enrolling. What should I do?,"I can help with the assignment issue. We can check the submission status, deadline, and whether the platform accepted the uploaded file.",medium
student,exam,Exams,"Hi, when is my next exam for my current course? Please let me know what I should do.","For an exam issue, the system should verify your exam schedule and access status and then provide the relevant instructions.",medium
student,technical_issue,Technical Support,"Hello, my course video is not playing for my current course. Please let me know what I should do.","I can help diagnose the platform issue and determine whether it is related to your account, course access, or the learning system.",medium
